"","niter_z","niter_t","niter_chisq","niter_f"
"1246",22,23,19,15
"1247",13,13,21,28
"1248",23,21,19,21
"1249",14,20,22,17
"1250",20,28,24,21
"1251",19,23,17,29
"1252",18,22,14,25
"1253",21,28,29,27
"1254",23,25,19,21
"1255",20,16,25,24
"1256",20,26,26,16
"1257",22,22,21,22
"1258",14,18,16,18
"1259",21,23,33,17
"1260",20,21,22,15
"1261",18,20,15,20
"1262",29,34,26,18
"1263",15,23,13,13
"1264",23,21,20,24
"1265",24,18,14,24
"1266",33,21,26,24
"1267",26,14,24,17
"1268",26,29,25,28
"1269",19,18,18,25
"1270",21,21,25,20
"1271",17,18,28,19
"1272",17,23,25,32
"1273",24,13,17,20
"1274",22,22,26,24
"1275",26,22,24,19
"1276",21,19,22,24
"1277",14,21,21,24
"1278",20,19,19,25
"1279",17,20,31,24
"1280",27,16,17,20
"1281",25,18,18,21
"1282",20,18,23,22
"1283",25,18,23,21
"1284",16,17,15,26
"1285",34,26,21,22
"1286",20,21,24,22
"1287",13,24,25,20
"1288",22,18,19,15
"1289",20,19,14,25
"1290",23,11,12,24
"1291",26,21,15,21
"1292",25,28,20,18
"1293",22,24,14,21
"1294",23,25,20,20
"1295",17,21,22,26
"1296",20,23,29,14
"1297",30,25,24,18
"1298",33,18,26,17
"1299",26,25,30,29
"1300",21,18,21,22
"1301",24,20,18,23
"1302",17,18,16,17
"1303",24,19,17,26
"1304",19,20,21,22
"1305",23,21,24,31
"1306",18,21,15,26
"1307",22,15,28,22
"1308",26,21,14,19
"1309",25,24,16,25
"1310",21,21,24,22
"1311",20,24,20,22
"1312",20,20,19,23
"1313",30,20,19,14
"1314",19,21,19,16
"1315",24,19,22,23
"1316",26,25,21,21
"1317",25,32,24,21
"1318",24,26,14,23
"1319",24,28,15,24
"1320",17,20,19,27
"1321",24,23,16,22
"1322",19,13,21,23
"1323",19,22,28,23
"1324",26,18,17,25
"1325",28,22,24,21
"1326",15,23,30,14
"1327",16,23,18,15
"1328",22,16,17,25
"1329",22,25,27,24
"1330",21,16,17,19
"1331",16,22,13,23
"1332",23,21,19,20
"1333",13,30,21,23
"1334",26,24,23,16
"1335",15,18,18,15
"1336",17,24,21,20
"1337",20,12,19,24
"1338",15,24,23,18
"1339",18,23,21,26
"1340",20,13,17,23
"1341",30,23,20,22
"1342",30,26,23,21
"1343",25,25,22,26
"1344",16,22,23,22
"1345",23,23,21,21
"1346",17,23,19,27
"1347",28,17,25,26
"1348",21,27,23,26
"1349",19,24,25,25
"1350",23,15,23,29
"1351",24,16,23,21
"1352",17,15,18,28
"1353",21,27,20,27
"1354",18,17,15,27
"1355",23,25,25,22
"1356",21,27,24,24
"1357",21,19,20,18
"1358",22,19,16,22
"1359",18,13,24,20
"1360",23,26,22,20
"1361",27,33,15,24
"1362",17,22,19,32
"1363",17,25,17,23
"1364",23,18,18,30
"1365",19,19,27,23
"1366",19,26,20,28
"1367",21,24,23,18
"1368",18,33,27,19
"1369",22,21,30,18
"1370",19,20,21,24
"1371",21,18,21,19
"1372",20,17,17,19
"1373",20,28,24,22
"1374",20,17,23,23
"1375",22,21,18,21
"1376",19,11,19,24
"1377",22,23,24,22
"1378",29,24,21,27
"1379",25,16,19,25
"1380",11,23,16,22
"1381",26,23,17,21
"1382",19,22,18,25
"1383",27,32,19,26
"1384",13,23,19,23
"1385",21,17,15,23
"1386",27,25,23,23
"1387",19,20,23,29
"1388",16,21,19,22
"1389",17,22,22,22
"1390",25,29,21,19
"1391",27,16,17,21
"1392",24,14,24,20
"1393",21,27,18,24
"1394",19,19,18,26
"1395",23,17,20,17
"1396",19,25,22,18
"1397",28,27,18,20
"1398",25,22,19,36
"1399",25,20,26,20
"1400",19,20,26,17
"1401",13,17,18,23
"1402",28,23,21,22
"1403",27,24,25,25
"1404",26,15,20,19
"1405",24,22,30,17
"1406",15,21,26,27
"1407",21,20,21,22
"1408",21,21,27,18
"1409",17,25,14,18
"1410",20,29,17,17
"1411",19,21,22,19
"1412",18,20,16,19
"1413",19,19,26,19
"1414",21,24,19,19
"1415",17,33,16,28
"1416",19,13,27,18
"1417",21,24,14,26
"1418",22,26,22,21
"1419",32,23,15,18
"1420",22,22,13,25
"1421",21,19,19,17
"1422",23,25,20,21
"1423",21,17,18,22
"1424",26,22,28,27
"1425",25,14,18,27
"1426",19,20,24,18
"1427",30,26,20,19
"1428",14,22,22,23
"1429",20,19,20,27
"1430",25,27,19,18
"1431",25,20,21,23
"1432",22,22,16,20
"1433",21,18,19,19
"1434",27,20,21,18
"1435",17,17,17,20
"1436",26,23,17,26
"1437",17,19,25,20
"1438",28,30,18,27
"1439",18,25,14,17
"1440",26,22,20,25
"1441",15,22,19,25
"1442",25,23,21,26
"1443",14,31,12,17
"1444",21,16,19,30
"1445",23,23,24,20
"1446",22,21,14,28
"1447",16,16,16,28
"1448",23,23,21,24
"1449",30,29,20,17
"1450",32,24,27,16
"1451",21,15,16,24
"1452",22,20,23,23
"1453",19,15,17,19
"1454",21,20,21,30
"1455",22,24,21,24
"1456",21,20,28,18
"1457",19,22,19,27
"1458",9,24,30,30
"1459",19,21,17,19
"1460",22,28,22,24
"1461",16,23,31,18
"1462",20,19,22,13
"1463",32,25,18,28
"1464",14,30,14,28
"1465",19,23,13,14
"1466",19,29,24,23
"1467",18,17,21,17
"1468",20,26,20,27
"1469",18,27,23,23
"1470",24,19,25,20
"1471",22,22,18,18
"1472",24,20,21,25
"1473",20,22,18,23
"1474",19,17,17,29
"1475",18,17,22,21
"1476",21,23,21,29
"1477",22,24,21,27
"1478",27,19,23,26
"1479",21,17,25,25
"1480",15,17,25,22
"1481",18,16,29,34
"1482",21,18,13,24
"1483",17,23,23,23
"1484",25,19,24,29
"1485",21,21,24,26
"1486",17,25,14,21
"1487",20,26,14,21
"1488",18,28,20,22
"1489",23,19,17,18
"1490",25,28,20,20
"1491",23,24,21,21
"1492",21,25,17,28
"1493",26,14,17,27
"1494",20,26,18,21
"1495",23,28,16,21
"1496",19,18,25,21
"1497",15,30,19,20
"1498",28,18,28,22
"1499",26,32,21,25
"1500",20,26,17,20
"1501",23,30,27,26
"1502",18,22,28,22
"1503",25,20,21,19
"1504",18,18,17,23
"1505",27,37,22,23
"1506",22,25,22,24
"1507",21,31,21,26
"1508",19,36,23,18
"1509",25,23,19,23
"1510",26,26,21,23
"1511",16,21,25,18
"1512",23,25,20,17
"1513",17,24,23,29
"1514",20,21,22,22
"1515",27,18,18,26
"1516",22,20,12,23
"1517",15,25,18,20
"1518",22,21,18,20
"1519",19,18,30,30
"1520",25,17,22,20
"1521",19,20,22,19
"1522",22,22,17,22
"1523",19,19,27,21
"1524",14,19,26,27
"1525",17,23,28,23
"1526",16,18,17,24
"1527",27,32,19,24
"1528",21,26,17,29
"1529",24,22,19,22
"1530",19,24,10,27
"1531",28,25,18,23
"1532",21,26,24,23
"1533",26,15,28,27
"1534",20,26,15,25
"1535",32,23,21,20
"1536",20,20,18,17
"1537",15,28,19,21
"1538",22,28,16,23
"1539",27,21,23,13
"1540",21,20,28,18
"1541",27,20,17,20
"1542",15,18,18,22
"1543",31,23,24,22
"1544",29,23,27,18
"1545",20,19,26,22
"1546",13,16,18,22
"1547",15,27,24,30
"1548",16,13,24,22
"1549",26,16,21,23
"1550",26,25,13,30
"1551",24,20,23,18
"1552",24,22,21,23
"1553",21,13,21,24
"1554",21,28,24,19
"1555",24,23,18,23
"1556",20,27,24,23
"1557",18,23,22,14
"1558",24,26,13,21
"1559",26,17,26,28
"1560",18,19,20,28
"1561",23,27,25,23
"1562",15,24,13,20
"1563",14,18,30,27
"1564",18,21,27,23
"1565",21,22,24,25
"1566",24,15,24,21
"1567",26,24,21,20
"1568",18,16,30,28
"1569",20,23,17,23
"1570",24,20,18,16
"1571",27,27,13,27
"1572",14,27,20,23
"1573",20,25,18,23
"1574",22,20,30,32
"1575",20,29,12,24
"1576",22,28,25,17
"1577",16,14,21,21
"1578",23,22,33,19
"1579",19,19,19,24
"1580",19,19,20,23
"1581",24,23,14,21
"1582",24,27,20,21
"1583",20,16,26,24
"1584",14,21,30,21
"1585",21,15,22,15
"1586",20,27,15,23
"1587",23,21,16,26
"1588",17,28,14,25
"1589",23,15,12,21
"1590",22,18,24,18
"1591",30,16,18,14
"1592",24,18,22,24
"1593",20,15,18,26
"1594",21,20,24,20
"1595",16,25,22,31
"1596",18,19,20,13
"1597",20,18,20,18
"1598",18,29,23,19
"1599",22,21,20,21
"1600",16,16,22,33
"1601",21,23,21,21
"1602",24,20,19,25
"1603",22,18,19,28
"1604",29,19,24,26
"1605",26,29,17,15
"1606",20,20,22,19
"1607",16,28,15,24
"1608",26,20,26,29
"1609",21,28,21,24
"1610",26,19,22,22
"1611",22,16,20,18
"1612",25,21,19,19
"1613",28,18,18,23
"1614",14,23,13,28
"1615",17,15,18,18
"1616",19,23,28,20
"1617",17,17,19,23
"1618",21,20,17,22
"1619",24,25,27,17
"1620",19,24,17,20
"1621",16,28,26,21
"1622",21,19,25,26
"1623",19,17,21,22
"1624",18,22,18,21
"1625",18,27,17,24
"1626",20,20,20,23
"1627",23,18,18,27
"1628",21,20,18,22
"1629",23,24,14,14
"1630",16,17,32,20
"1631",33,19,23,21
"1632",29,18,22,21
"1633",22,24,25,26
"1634",21,20,19,25
"1635",14,23,21,17
"1636",23,18,26,20
"1637",18,18,21,27
"1638",21,19,19,25
"1639",23,24,19,25
"1640",34,16,28,17
"1641",19,21,25,22
"1642",23,20,28,23
"1643",23,20,23,22
"1644",23,18,29,25
"1645",26,23,23,23
"1646",28,24,26,25
"1647",19,21,27,26
"1648",24,20,16,21
"1649",21,26,19,24
"1650",15,20,13,25
"1651",22,21,21,25
"1652",13,22,18,28
"1653",24,16,19,19
"1654",21,21,22,25
"1655",24,14,13,18
"1656",22,23,24,21
"1657",20,25,23,28
"1658",15,26,24,21
"1659",22,28,16,33
"1660",30,20,21,17
"1661",12,21,19,20
"1662",20,20,18,20
"1663",19,21,14,22
"1664",21,19,22,19
"1665",22,26,23,31
"1666",13,22,19,22
"1667",21,21,23,25
"1668",17,29,23,22
"1669",19,23,30,17
"1670",25,29,19,22
"1671",22,23,15,19
"1672",24,17,20,28
"1673",21,26,25,17
"1674",25,26,19,22
"1675",15,17,19,19
"1676",22,23,17,20
"1677",20,20,19,21
"1678",17,25,21,27
"1679",33,33,20,26
"1680",14,29,22,15
"1681",21,23,22,22
"1682",19,18,17,34
"1683",26,19,14,23
"1684",23,24,18,19
"1685",23,23,32,22
"1686",16,21,28,17
"1687",19,15,22,33
"1688",23,35,18,23
"1689",28,16,21,33
"1690",20,23,22,28
"1691",25,26,20,24
"1692",20,23,18,20
"1693",22,20,28,24
"1694",15,26,21,27
"1695",21,27,19,18
"1696",23,24,19,18
"1697",20,16,22,22
"1698",20,21,27,24
"1699",33,20,15,19
"1700",23,26,21,18
"1701",18,13,26,22
"1702",20,25,23,27
"1703",24,18,18,22
"1704",23,20,13,19
"1705",19,26,18,20
"1706",25,22,14,27
"1707",29,22,20,15
"1708",24,22,19,23
"1709",21,14,23,17
"1710",22,18,23,22
"1711",25,27,17,18
"1712",30,20,19,32
"1713",21,20,17,20
"1714",22,33,16,28
"1715",23,27,20,19
"1716",23,21,17,18
"1717",22,14,31,21
"1718",24,21,19,27
"1719",27,20,25,22
"1720",24,23,19,26
"1721",22,22,21,23
"1722",17,19,20,16
"1723",17,29,17,24
"1724",11,22,24,20
"1725",16,18,22,19
"1726",28,19,14,18
"1727",24,25,24,24
"1728",12,31,16,19
"1729",16,14,25,22
"1730",19,24,21,21
"1731",20,20,19,22
"1732",30,18,13,21
"1733",18,22,19,21
"1734",22,18,21,25
"1735",18,17,24,26
"1736",17,25,20,21
"1737",32,27,23,11
"1738",18,21,23,22
"1739",28,24,27,30
"1740",20,27,15,26
"1741",21,25,15,22
"1742",29,15,14,22
"1743",19,23,24,23
"1744",20,28,23,22
"1745",17,23,28,19
"1746",18,13,24,25
"1747",15,27,25,30
"1748",17,27,21,31
"1749",20,13,20,23
"1750",16,20,19,24
"1751",19,16,22,22
"1752",21,18,19,29
"1753",21,21,23,24
"1754",25,29,26,25
"1755",17,20,18,24
"1756",15,23,22,16
"1757",24,27,19,19
"1758",17,23,11,20
"1759",24,21,27,18
"1760",17,21,17,30
"1761",26,29,24,27
"1762",28,18,22,26
"1763",19,25,13,16
"1764",19,28,11,26
"1765",31,19,21,15
"1766",16,23,14,21
"1767",25,19,19,19
"1768",23,28,26,21
"1769",26,21,19,17
"1770",18,32,16,27
"1771",19,22,18,18
"1772",25,18,22,16
"1773",28,15,16,21
"1774",18,17,14,19
"1775",29,19,21,32
"1776",17,25,22,16
"1777",19,14,26,29
"1778",19,16,22,24
"1779",21,18,28,32
"1780",26,22,25,15
"1781",21,22,28,29
"1782",26,22,13,17
"1783",19,18,11,19
"1784",27,20,26,25
"1785",23,29,18,27
"1786",25,35,20,22
"1787",17,25,23,22
"1788",19,22,23,23
"1789",28,16,22,26
"1790",17,21,19,26
"1791",19,19,21,24
"1792",21,22,22,21
"1793",19,20,21,27
"1794",28,19,20,24
"1795",24,22,23,22
"1796",20,19,19,20
"1797",16,23,18,22
"1798",20,22,17,28
"1799",24,15,20,30
"1800",19,23,24,20
"1801",24,23,32,26
"1802",19,19,30,26
"1803",28,23,17,28
"1804",32,26,17,25
"1805",16,19,23,15
"1806",21,22,23,19
"1807",21,22,21,22
"1808",28,14,18,12
"1809",27,23,20,26
"1810",22,18,23,22
"1811",24,16,19,18
"1812",28,24,21,18
"1813",13,21,26,20
"1814",22,18,25,24
"1815",22,17,21,27
"1816",16,19,21,22
"1817",21,23,18,20
"1818",25,24,23,23
"1819",18,24,23,28
"1820",21,17,24,12
"1821",24,17,31,29
"1822",29,26,31,24
"1823",22,25,21,23
"1824",21,24,20,17
"1825",24,23,28,19
"1826",17,26,17,22
"1827",28,19,24,19
"1828",22,16,23,16
"1829",20,17,26,22
"1830",13,18,16,24
"1831",30,18,12,20
"1832",21,22,26,20
"1833",13,26,22,14
"1834",20,18,24,28
"1835",13,24,22,24
"1836",26,24,26,21
"1837",16,19,17,29
"1838",25,21,24,21
"1839",24,21,18,24
"1840",20,31,23,26
"1841",13,31,23,20
"1842",26,22,19,24
"1843",25,16,19,25
"1844",27,26,13,32
"1845",20,14,14,33
"1846",25,31,20,22
"1847",28,22,22,16
"1848",25,24,18,17
"1849",17,25,19,19
"1850",16,22,18,19
"1851",27,20,25,18
"1852",28,16,20,25
"1853",23,20,20,27
"1854",13,11,18,24
"1855",20,18,27,21
"1856",22,21,18,21
"1857",22,26,28,22
"1858",20,14,19,13
"1859",19,20,19,17
"1860",25,21,18,28
"1861",23,21,17,25
"1862",22,26,14,18
"1863",15,18,21,26
"1864",14,24,30,23
"1865",17,14,22,14
"1866",26,24,26,23
"1867",17,14,26,24
"1868",20,17,18,29
"1869",15,21,17,25
"1870",34,17,17,22
"1871",25,21,20,20
"1872",25,24,20,22
"1873",21,20,15,17
"1874",20,28,21,25
"1875",26,29,28,19
"1876",29,20,22,25
"1877",24,22,16,15
"1878",15,17,20,15
"1879",19,22,14,24
"1880",25,19,29,28
"1881",13,18,13,20
"1882",22,24,10,23
"1883",17,24,22,20
"1884",27,26,19,23
"1885",19,22,19,27
"1886",18,23,19,27
"1887",21,31,20,22
"1888",24,22,13,13
"1889",28,23,22,16
"1890",19,22,21,22
"1891",20,18,17,22
"1892",27,23,22,27
"1893",22,18,20,29
"1894",20,14,20,22
"1895",24,16,22,13
"1896",23,23,20,24
"1897",21,28,34,28
"1898",23,16,22,23
"1899",17,24,23,21
"1900",26,14,23,25
"1901",23,18,16,16
"1902",20,16,25,24
"1903",31,26,20,29
"1904",20,24,21,22
"1905",26,19,19,23
"1906",25,19,21,22
"1907",16,23,23,31
"1908",25,27,15,20
"1909",25,31,17,20
"1910",19,25,15,21
"1911",28,28,23,26
"1912",20,17,27,18
"1913",24,18,28,18
"1914",24,24,19,26
"1915",22,23,22,22
"1916",27,17,25,32
"1917",27,18,19,21
"1918",20,31,36,21
"1919",24,25,30,15
"1920",14,20,16,14
"1921",27,21,17,20
"1922",17,24,28,25
"1923",22,21,23,26
"1924",28,29,20,18
"1925",23,26,32,26
"1926",26,24,24,21
"1927",26,18,26,20
"1928",31,23,17,19
"1929",21,19,19,19
"1930",22,21,18,29
"1931",15,20,19,23
"1932",11,19,28,22
"1933",25,25,17,24
"1934",23,28,28,23
"1935",16,24,28,25
"1936",24,31,24,26
"1937",22,17,18,25
"1938",17,23,25,24
"1939",16,14,13,17
"1940",15,20,17,24
"1941",28,14,23,12
"1942",18,15,24,24
"1943",26,27,27,14
"1944",23,24,19,23
"1945",20,21,19,26
"1946",24,19,23,20
"1947",20,18,23,26
"1948",19,32,30,25
"1949",20,22,19,23
"1950",16,18,16,29
"1951",23,21,16,21
"1952",19,23,24,20
"1953",19,25,23,23
"1954",24,24,16,19
"1955",24,18,27,24
"1956",19,22,19,25
"1957",21,21,19,23
"1958",15,19,16,19
"1959",24,20,44,32
"1960",16,16,32,15
"1961",16,23,18,21
"1962",27,24,20,23
"1963",23,23,24,16
"1964",27,18,16,18
"1965",26,31,18,23
"1966",29,15,23,27
"1967",19,19,21,23
"1968",22,25,22,24
"1969",17,20,22,18
"1970",19,29,15,19
"1971",21,24,22,19
"1972",22,24,22,22
"1973",22,24,18,22
"1974",22,17,26,24
"1975",25,20,22,29
"1976",18,22,15,19
"1977",18,20,24,29
"1978",19,23,19,20
"1979",13,21,28,19
"1980",21,23,19,21
"1981",18,21,22,26
"1982",21,21,17,25
"1983",25,17,15,16
"1984",19,21,28,18
"1985",25,16,14,22
"1986",26,29,19,22
"1987",26,21,16,17
"1988",32,18,20,26
"1989",25,20,25,32
"1990",26,21,21,24
"1991",20,27,26,23
"1992",27,27,24,29
"1993",27,23,18,28
"1994",19,20,11,17
"1995",23,18,15,26
"1996",25,22,20,17
"1997",24,18,14,24
"1998",23,20,25,20
"1999",19,21,21,20
"2000",18,24,17,20
"2001",27,22,24,21
"2002",15,26,17,21
"2003",19,24,17,19
"2004",20,23,24,14
"2005",19,22,14,23
"2006",16,21,26,14
"2007",25,25,26,20
"2008",20,28,17,20
"2009",27,29,23,21
"2010",22,18,27,22
"2011",19,19,21,19
"2012",26,22,21,27
"2013",21,18,19,20
"2014",21,26,19,32
"2015",20,23,20,26
"2016",20,22,17,29
"2017",21,22,26,25
"2018",19,18,24,20
"2019",18,15,22,18
"2020",24,17,21,18
"2021",29,18,23,20
"2022",19,16,24,20
"2023",18,21,21,17
"2024",28,17,21,21
"2025",21,18,21,24
"2026",23,19,21,24
"2027",18,20,20,13
"2028",14,25,20,21
"2029",29,19,20,15
"2030",28,18,32,24
"2031",25,18,20,14
"2032",22,22,22,25
"2033",21,16,22,24
"2034",18,22,17,29
"2035",18,21,20,12
"2036",26,27,17,22
"2037",17,20,23,20
"2038",26,26,28,22
"2039",20,21,31,13
"2040",33,23,19,23
"2041",22,19,23,23
"2042",20,22,28,22
"2043",20,23,12,28
"2044",18,29,25,23
"2045",28,21,20,24
"2046",20,17,14,23
"2047",26,35,23,19
"2048",27,25,25,26
"2049",20,15,24,20
"2050",30,17,22,24
"2051",24,16,21,26
"2052",25,20,20,24
"2053",20,25,18,26
"2054",19,20,22,28
"2055",16,25,22,25
"2056",21,17,25,23
"2057",22,21,21,19
"2058",24,18,26,27
"2059",37,23,22,22
"2060",19,17,27,27
"2061",20,19,24,22
"2062",33,22,19,19
"2063",16,20,16,16
"2064",21,21,19,25
"2065",23,22,29,28
"2066",20,26,26,30
"2067",16,12,32,22
"2068",24,21,26,19
"2069",25,28,27,21
"2070",25,22,30,27
"2071",14,26,26,20
"2072",18,27,28,20
"2073",22,24,27,22
"2074",27,23,22,19
"2075",18,27,12,22
"2076",21,24,27,28
"2077",18,26,13,23
"2078",14,22,19,27
"2079",23,17,26,24
"2080",26,13,17,31
"2081",18,19,20,25
"2082",19,27,17,25
"2083",14,21,19,20
"2084",24,25,18,23
"2085",33,18,24,18
"2086",16,21,27,31
"2087",27,28,22,19
"2088",24,23,23,25
"2089",28,24,17,26
"2090",24,25,21,24
"2091",22,18,20,15
"2092",21,22,21,25
"2093",23,17,13,19
"2094",20,28,31,26
"2095",23,21,24,30
"2096",15,16,18,21
"2097",17,20,23,24
"2098",23,23,27,26
"2099",23,29,23,21
"2100",23,23,16,19
"2101",22,12,19,17
"2102",21,13,22,16
"2103",15,16,27,21
"2104",20,22,25,21
"2105",18,21,20,31
"2106",23,23,16,20
"2107",20,19,19,27
"2108",28,30,25,27
"2109",15,32,19,19
"2110",16,24,25,29
"2111",19,31,24,22
"2112",21,25,25,16
"2113",22,24,29,21
"2114",20,25,13,18
"2115",12,12,15,19
"2116",33,18,19,22
"2117",22,21,16,24
"2118",14,18,20,20
"2119",19,21,28,31
"2120",21,21,18,21
"2121",17,18,17,24
"2122",25,15,21,24
"2123",15,30,27,17
"2124",18,29,20,20
"2125",18,27,16,22
"2126",20,13,23,31
"2127",27,21,23,16
"2128",27,18,29,22
"2129",24,20,24,27
"2130",18,18,14,23
"2131",33,19,16,25
"2132",18,26,31,27
"2133",23,26,21,22
"2134",21,23,24,17
"2135",30,17,26,26
"2136",25,20,24,16
"2137",24,25,21,21
"2138",22,22,23,22
"2139",27,22,26,16
"2140",22,22,23,25
"2141",28,23,16,24
"2142",21,26,18,24
"2143",28,13,21,19
"2144",20,21,22,26
"2145",20,20,21,20
"2146",28,22,30,21
"2147",25,27,18,25
"2148",24,23,15,25
"2149",16,25,23,19
"2150",25,22,21,25
"2151",23,15,21,23
"2152",25,19,22,19
"2153",25,31,15,26
"2154",21,27,25,21
"2155",30,17,18,26
"2156",24,14,25,20
"2157",28,18,25,24
"2158",29,19,29,20
"2159",20,22,23,27
"2160",22,23,27,23
"2161",20,17,20,33
"2162",18,19,18,25
"2163",18,16,19,23
"2164",28,20,18,22
"2165",19,17,17,17
"2166",26,24,29,20
"2167",19,23,25,26
"2168",27,21,19,22
"2169",26,20,22,31
"2170",21,25,23,17
"2171",27,26,16,24
"2172",18,23,21,18
"2173",20,22,13,13
"2174",19,22,21,25
"2175",24,31,19,27
"2176",22,23,19,17
"2177",22,19,21,25
"2178",24,24,25,23
"2179",22,22,18,21
"2180",19,16,21,20
"2181",17,29,15,26
"2182",24,20,25,22
"2183",15,19,20,28
"2184",15,18,26,23
"2185",15,19,23,18
"2186",21,27,16,20
"2187",23,14,16,27
"2188",14,21,23,26
"2189",25,31,22,19
"2190",17,24,15,25
"2191",19,22,29,26
"2192",26,17,20,17
"2193",25,19,19,31
"2194",19,19,17,15
"2195",19,21,13,20
"2196",21,28,19,23
"2197",24,29,34,23
"2198",17,29,27,22
"2199",16,21,25,17
"2200",20,16,12,24
"2201",22,23,18,22
"2202",15,31,22,22
"2203",21,26,22,16
"2204",27,21,20,22
"2205",18,19,17,16
"2206",16,23,24,35
"2207",29,14,17,23
"2208",29,18,23,23
"2209",18,21,32,25
"2210",19,16,17,25
"2211",19,20,18,22
"2212",20,25,15,19
"2213",21,17,26,23
"2214",23,20,32,17
"2215",18,25,22,17
"2216",18,17,17,28
"2217",15,22,15,27
"2218",23,18,30,22
"2219",27,21,22,25
"2220",27,19,16,27
"2221",23,28,22,21
"2222",17,20,21,23
"2223",21,20,16,25
"2224",19,27,22,28
"2225",14,31,16,16
"2226",21,29,18,28
"2227",23,20,26,25
"2228",15,22,23,24
"2229",24,12,15,21
"2230",22,30,22,21
"2231",25,21,25,15
"2232",17,22,19,24
"2233",20,20,23,19
"2234",24,27,24,18
"2235",35,22,26,20
"2236",20,19,15,30
"2237",27,25,12,18
"2238",27,13,17,19
"2239",20,28,26,20
"2240",20,16,26,19
"2241",18,20,34,19
"2242",21,25,19,18
"2243",17,29,20,23
"2244",26,23,17,20
"2245",21,25,24,17
"2246",21,21,21,29
"2247",22,20,14,27
"2248",30,15,16,20
"2249",12,19,24,15
"2250",19,16,23,26
"2251",25,14,13,22
"2252",33,25,20,20
"2253",20,25,25,15
"2254",22,24,19,19
"2255",31,18,19,20
"2256",21,19,21,21
"2257",26,17,18,24
"2258",25,19,22,16
"2259",21,29,18,27
"2260",18,22,21,22
"2261",29,26,20,24
"2262",23,25,23,23
"2263",22,30,24,23
"2264",21,23,18,23
"2265",17,16,26,23
"2266",21,25,23,20
"2267",22,25,12,24
"2268",25,21,17,36
"2269",21,23,23,22
"2270",20,22,24,19
"2271",25,21,16,31
"2272",23,30,20,24
"2273",25,24,17,30
"2274",23,27,25,18
"2275",27,28,22,23
"2276",21,21,26,21
"2277",24,21,17,24
"2278",23,11,16,24
"2279",28,23,26,30
"2280",15,17,31,30
"2281",23,17,24,27
"2282",27,22,19,27
"2283",30,17,23,26
"2284",28,21,24,18
"2285",27,14,15,22
"2286",23,29,23,22
"2287",24,17,21,25
"2288",30,13,25,19
"2289",20,25,24,31
"2290",21,24,25,26
"2291",23,21,21,16
"2292",31,28,15,25
"2293",34,21,23,21
"2294",25,21,29,25
"2295",23,21,18,20
"2296",25,23,20,21
"2297",17,17,23,16
"2298",24,21,22,31
"2299",29,22,21,22
"2300",19,16,17,30
"2301",15,30,23,19
"2302",28,21,21,20
"2303",18,20,21,23
"2304",25,16,27,23
"2305",24,31,25,24
"2306",14,16,20,23
"2307",18,25,20,20
"2308",23,23,25,22
"2309",25,21,14,29
"2310",25,13,22,22
"2311",20,25,15,25
"2312",17,15,23,31
"2313",24,17,26,21
"2314",28,30,18,25
"2315",20,27,18,18
"2316",21,22,24,26
"2317",20,31,18,19
"2318",22,24,19,20
"2319",21,17,24,17
"2320",21,18,27,19
"2321",28,13,23,21
"2322",21,21,21,29
"2323",25,23,20,20
"2324",19,21,24,22
"2325",25,21,27,22
"2326",28,12,16,25
"2327",22,22,19,26
"2328",21,19,16,21
"2329",24,20,23,14
"2330",21,20,20,19
"2331",26,22,28,28
"2332",24,23,23,23
"2333",21,28,17,28
"2334",25,23,22,19
"2335",18,14,23,29
"2336",13,21,19,20
"2337",21,19,20,19
"2338",18,23,26,17
"2339",15,23,28,24
"2340",22,22,19,14
"2341",23,26,19,25
"2342",23,22,27,31
"2343",20,22,23,20
"2344",25,21,17,28
"2345",22,19,25,22
"2346",26,20,26,20
"2347",17,26,20,23
"2348",16,14,17,30
"2349",15,25,20,19
"2350",21,27,16,14
"2351",18,18,28,25
"2352",21,25,18,17
"2353",21,28,23,25
"2354",17,26,21,21
"2355",25,25,16,22
"2356",15,19,19,20
"2357",27,25,22,23
"2358",29,17,25,17
"2359",15,22,14,19
"2360",23,21,20,24
"2361",29,22,27,20
"2362",24,24,20,20
"2363",31,25,22,18
"2364",26,20,21,21
"2365",22,18,20,20
"2366",19,28,17,17
"2367",19,18,17,21
"2368",19,19,23,23
"2369",20,23,20,19
"2370",29,19,24,27
"2371",28,17,23,30
"2372",20,23,15,26
"2373",27,23,20,17
"2374",21,27,22,29
"2375",25,25,22,24
"2376",23,24,22,27
"2377",16,17,18,19
"2378",19,26,21,25
"2379",19,20,22,19
"2380",18,30,16,23
"2381",25,22,18,32
"2382",17,20,26,21
"2383",17,25,20,24
"2384",16,19,25,21
"2385",21,21,23,25
"2386",26,31,16,29
"2387",15,17,27,17
"2388",21,22,16,22
"2389",16,15,16,20
"2390",22,28,18,22
"2391",21,23,21,26
"2392",27,22,23,24
"2393",25,19,24,24
"2394",19,15,20,15
"2395",15,19,15,21
"2396",23,20,20,20
"2397",19,20,13,22
"2398",12,17,23,26
"2399",14,23,24,22
"2400",33,24,13,33
"2401",23,26,29,20
"2402",28,22,24,20
"2403",22,17,19,16
"2404",25,18,21,19
"2405",21,19,23,25
"2406",19,28,29,23
"2407",27,21,25,24
"2408",16,26,22,22
"2409",14,17,18,28
